EMAX_pop,1.93e-5,3.48e-7,3.61e-6,-1.39e-5,1.71e-7,9.53e-6,7.05e-9,-3.69e-8
beta_EMAX_COV_AGE,3.48e-7,2.93e-7,2.56e-8,5.27e-7,-2.32e-9,-7.12e-7,-7.17e-10,2.14e-9
C50_pop,3.61e-6,2.56e-8,0.00221,-4.71e-5,1.6e-6,-8.93e-5,2.34e-8,-1.48e-8
k_out_pop,-1.39e-5,5.27e-7,-4.71e-5,0.0108,-1.77e-5,-0.0027,-1.3e-6,2.83e-6
omega_EMAX,1.71e-7,-2.32e-9,1.6e-6,-1.77e-5,9.82e-6,1.41e-5,2.82e-8,-8.51e-8
omega_k_out,9.53e-6,-7.12e-7,-8.93e-5,-0.0027,1.41e-5,0.0126,-1.67e-6,1.59e-6
a,7.05e-9,-7.17e-10,2.34e-8,-1.3e-6,2.82e-8,-1.67e-6,3.31e-7,-7.74e-7
b,-3.69e-8,2.14e-9,-1.48e-8,2.83e-6,-8.51e-8,1.59e-6,-7.74e-7,2.15e-6
