EMAX_pop,1,0.146,0.0175,-0.0303,0.0124,0.0193,0.00279,-0.00572
beta_EMAX_COV_AGE,0.146,1,0.00101,0.00936,-0.00137,-0.0117,-0.0023,0.0027
C50_pop,0.0175,0.00101,1,-0.00966,0.0108,-0.0169,0.000866,-0.000214
k_out_pop,-0.0303,0.00936,-0.00966,1,-0.0544,-0.231,-0.0218,0.0186
omega_EMAX,0.0124,-0.00137,0.0108,-0.0544,1,0.0402,0.0157,-0.0185
omega_k_out,0.0193,-0.0117,-0.0169,-0.231,0.0402,1,-0.0259,0.00966
a,0.00279,-0.0023,0.000866,-0.0218,0.0157,-0.0259,1,-0.917
b,-0.00572,0.0027,-0.000214,0.0186,-0.0185,0.00966,-0.917,1
