parameter,value,se_sa,rse_sa
EMAX_pop,0.126960674068691,0.00513901395715679,4.04772107178351
beta_EMAX_COV_AGE,-0.00529504309981754,0.000620034910920225,-11.7097235892488
C50_pop,0.0144942612067336,0.00214000096238742,14.7644707920211
k_out_pop,1.69928002624202,0.202616518559646,11.9236685790826
omega_EMAX,0.15992821164765,0.0036964303421381,2.31130599414317
omega_k_out,2.78267363396506,0.135729193167316,4.87765404863215
a,0.0255893569684835,0.000743145851344243,2.90412085094408
b,0.0789380771891828,0.00185692275154108,2.35237900093612
