EMAX_pop,1,0.146,0.0367,-0.0359,0.0127,0.0221,0.00312,-0.00605
beta_EMAX_COV_AGE,0.146,1,0.00252,0.00818,-0.0047,-0.00724,-0.00304,0.00348
C50_pop,0.0367,0.00252,1,-0.0192,0.0188,-0.035,0.00181,-0.00135
k_out_pop,-0.0359,0.00818,-0.0192,1,-0.0591,-0.252,-0.0189,0.016
omega_EMAX,0.0127,-0.0047,0.0188,-0.0591,1,0.0428,0.0148,-0.018
omega_k_out,0.0221,-0.00724,-0.035,-0.252,0.0428,1,-0.0366,0.0204
a,0.00312,-0.00304,0.00181,-0.0189,0.0148,-0.0366,1,-0.917
b,-0.00605,0.00348,-0.00135,0.016,-0.018,0.0204,-0.917,1
