EMAX_pop,2.64e-5,3.28e-7,4.36e-5,-2.52e-5,3.2e-7,1.81e-5,4.57e-9,-3.72e-8
beta_EMAX_COV_AGE,3.28e-7,3.84e-7,3.86e-7,7.31e-7,7.63e-9,-8.84e-7,-1.68e-9,4.07e-9
C50_pop,4.36e-5,3.86e-7,0.0218,-0.000724,1.88e-5,-0.00125,6.79e-7,-1.07e-6
k_out_pop,-2.52e-5,7.31e-7,-0.000724,0.0142,-2.87e-5,-0.00427,-2.48e-6,5.57e-6
omega_EMAX,3.2e-7,7.63e-9,1.88e-5,-2.87e-5,1.37e-5,2.35e-5,4.35e-8,-1.27e-7
omega_k_out,1.81e-5,-8.84e-7,-0.00125,-0.00427,2.35e-5,0.0184,-3.79e-6,5.28e-6
a,4.57e-9,-1.68e-9,6.79e-7,-2.48e-6,4.35e-8,-3.79e-6,5.52e-7,-1.27e-6
b,-3.72e-8,4.07e-9,-1.07e-6,5.57e-6,-1.27e-7,5.28e-6,-1.27e-6,3.45e-6
