parameter,value,se_sa,rse_sa
EMAX_pop,0.10628485748204,0.00566326372984413,5.32838248458968
beta_EMAX_COV_AGE,-0.00385210657627252,0.000703230936930141,-18.2557497568154
C50_pop,0.0172583811786335,0.00153023953521619,8.86664583066851
k_out_pop,1.02422146647204,0.150737320914796,14.7172585079685
omega_EMAX,0.166276297223739,0.00401841489165282,2.41670939198609
omega_k_out,3.17062782546353,0.158330505323785,4.99366415863197
a,0.0200908616862926,0.000739757570639973,3.68205994442084
b,0.100371999088427,0.00203304351660244,2.02550864291479
